food,text
queso seco cheese,"Queso seco cheese provides 315 kcal per 100 grams. It contains 23.6 g of total fat (13.3 g saturated, 6.2 g monounsaturated, and 1.2 g polyunsaturated), 2.0 g of carbohydrates with 0.5 g of sugars, 23.8 g of protein, and 0.0 g of dietary fiber. It has 75.7 mg of cholesterol, 1.8 g of sodium, and 40.9 g of water. Vitamin content per 100g: A = 0.2 mg, B1 (Thiamine) = 0.038 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 0.027 mg, B5 (Pantothenic Acid) = 0.4 mg, B6 = 0.049 mg, B11 (Folic Acid) = 0.0 mg, B12 = 0.01 mg, Vitamin C = 0.0 mg, Vitamin D = 0.032 mg, Vitamin E = 0.5 mg, Vitamin K = 0.045 mg. Mineral content per 100g: Calcium = 641.2 mg, Copper = 0.091 mg, Iron = 0.2 mg, Magnesium = 26.2 mg, Manganese = 0.083 mg, Phosphorus = 460.8 mg, Potassium = 112.5 mg, Selenium = 0.048 mg, and Zinc = 3.2 mg. The overall nutrition density score is 691.0. "
goat cheese soft,"Goat cheese soft provides 75 kcal per 100 grams. It contains 6.0 g of total fat (4.1 g saturated, 1.4 g monounsaturated, and 0.1 g polyunsaturated), 0.0 g of carbohydrates with 0.3 g of sugars, 5.2 g of protein, and 0.0 g of dietary fiber. It has 13.0 mg of cholesterol, 0.1 g of sodium, and 17.2 g of water. Vitamin content per 100g: A = 0.049 mg, B1 (Thiamine) = 0.057 mg, B2 (Riboflavin) = 0.1 mg, B3 (Niacin) = 0.1 mg, B5 (Pantothenic Acid) = 0.2 mg, B6 = 0.036 mg, B11 (Folic Acid) = 0.037 mg, B12 = 0.012 mg, Vitamin C = 0.0 mg, Vitamin D = 0.092 mg, Vitamin E = 0.01 mg, Vitamin K = 0.093 mg. Mineral content per 100g: Calcium = 39.6 mg, Copper = 0.2 mg, Iron = 0.5 mg, Magnesium = 4.5 mg, Manganese = 0.026 mg, Phosphorus = 72.4 mg, Potassium = 7.4 mg, Selenium = 0.014 mg, and Zinc = 0.3 mg. The overall nutrition density score is 51.311. "
mozzarella cheese,"Mozzarella cheese provides 90 kcal per 100 grams. It contains 6.6 g of total fat (4.2 g saturated, 2.0 g monounsaturated, and 0.2 g polyunsaturated), 0.7 g of carbohydrates with 0.0 g of sugars, 6.7 g of protein, and 0.0 g of dietary fiber. It has 23.7 mg of cholesterol, 0.1 g of sodium, and 15.0 g of water. Vitamin content per 100g: A = 0.037 mg, B1 (Thiamine) = 0.088 mg, B2 (Riboflavin) = 0.071 mg, B3 (Niacin) = 0.013 mg, B5 (Pantothenic Acid) = 0.089 mg, B6 = 0.016 mg, B11 (Folic Acid) = 0.088 mg, B12 = 0.081 mg, Vitamin C = 0.0 mg, Vitamin D = 0.044 mg, Vitamin E = 0.001 mg, Vitamin K = 0.008 mg. Mineral content per 100g: Calcium = 151.5 mg, Copper = 0.057 mg, Iron = 0.1 mg, Magnesium = 6.0 mg, Manganese = 0.019 mg, Phosphorus = 106.2 mg, Potassium = 22.8 mg, Selenium = 0.047 mg, and Zinc = 0.9 mg. The overall nutrition density score is 165.648. "
chihuahua cheese,"Chihuahua cheese provides 494 kcal per 100 grams. It contains 39.2 g of total fat (24.9 g saturated, 11.1 g monounsaturated, and 1.2 g polyunsaturated), 7.3 g of carbohydrates with 7.3 g of sugars, 28.5 g of protein, and 0.0 g of dietary fiber. It has 138.6 mg of cholesterol, 0.8 g of sodium, and 51.7 g of water. Vitamin content per 100g: A = 0.007 mg, B1 (Thiamine) = 0.053 mg, B2 (Riboflavin) = 0.3 mg, B3 (Niacin) = 0.2 mg, B5 (Pantothenic Acid) = 0.4 mg, B6 = 0.061 mg, B11 (Folic Acid) = 0.031 mg, B12 = 0.082 mg, Vitamin C = 0.0 mg, Vitamin D = 0.089 mg, Vitamin E = 0.3 mg, Vitamin K = 0.011 mg. Mineral content per 100g: Calcium = 859.3 mg, Copper = 0.03 mg, Iron = 0.6 mg, Magnesium = 30.4 mg, Manganese = 0.047 mg, Phosphorus = 583.4 mg, Potassium = 68.6 mg, Selenium = 0.071 mg, and Zinc = 4.6 mg. The overall nutrition density score is 934.983. "
limburger cheese,"Limburger cheese provides 98 kcal per 100 grams. It contains 8.2 g of total fat (5.0 g saturated, 2.6 g monounsaturated, and 0.1 g polyunsaturated), 0.1 g of carbohydrates with 0.1 g of sugars, 6.0 g of protein, and 0.0 g of dietary fiber. It has 27.0 mg of cholesterol, 0.2 g of sodium, and 14.5 g of water. Vitamin content per 100g: A = 0.1 mg, B1 (Thiamine) = 0.021 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 0.009 mg, B5 (Pantothenic Acid) = 0.4 mg, B6 = 0.002 mg, B11 (Folic Acid) = 0.095 mg, B12 = 0.082 mg, Vitamin C = 0.0 mg, Vitamin D = 0.004 mg, Vitamin E = 0.055 mg, Vitamin K = 0.046 mg. Mineral content per 100g: Calcium = 149.1 mg, Copper = 0.036 mg, Iron = 0.011 mg, Magnesium = 6.3 mg, Manganese = 0.054 mg, Phosphorus = 117.9 mg, Potassium = 38.4 mg, Selenium = 0.029 mg, and Zinc = 0.6 mg. The overall nutrition density score is 163.575. "
muenster cheese,"Muenster cheese provides 486 kcal per 100 grams. It contains 39.7 g of total fat (25.2 g saturated, 11.5 g monounsaturated, and 0.9 g polyunsaturated), 1.5 g of carbohydrates with 1.5 g of sugars, 30.9 g of protein, and 0.0 g of dietary fiber. It has 126.7 mg of cholesterol, 0.8 g of sodium, and 55.1 g of water. Vitamin content per 100g: A = 0.4 mg, B1 (Thiamine) = 0.016 mg, B2 (Riboflavin) = 0.4 mg, B3 (Niacin) = 0.1 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.072 mg, B11 (Folic Acid) = 0.009 mg, B12 = 0.085 mg, Vitamin C = 0.0 mg, Vitamin D = 0.065 mg, Vitamin E = 0.3 mg, Vitamin K = 0.056 mg. Mineral content per 100g: Calcium = 946.4 mg, Copper = 0.008 mg, Iron = 0.5 mg, Magnesium = 35.6 mg, Manganese = 0.093 mg, Phosphorus = 617.8 mg, Potassium = 176.9 mg, Selenium = 0.059 mg, and Zinc = 3.7 mg. The overall nutrition density score is 1019.4. "
queso fresco cheese,"Queso fresco cheese provides 365 kcal per 100 grams. It contains 29.1 g of total fat (15.8 g saturated, 7.3 g monounsaturated, and 1.3 g polyunsaturated), 3.6 g of carbohydrates with 2.8 g of sugars, 22.1 g of protein, and 0.0 g of dietary fiber. It has 84.2 mg of cholesterol, 0.9 g of sodium, and 62.7 g of water. Vitamin content per 100g: A = 0.3 mg, B1 (Thiamine) = 0.019 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 0.05 mg, B5 (Pantothenic Acid) = 0.4 mg, B6 = 0.06 mg, B11 (Folic Acid) = 0.029 mg, B12 = 0.076 mg, Vitamin C = 0.0 mg, Vitamin D = 0.055 mg, Vitamin E = 0.5 mg, Vitamin K = 0.087 mg. Mineral content per 100g: Calcium = 690.5 mg, Copper = 0.025 mg, Iron = 0.2 mg, Magnesium = 29.3 mg, Manganese = 0.053 mg, Phosphorus = 469.7 mg, Potassium = 157.4 mg, Selenium = 0.073 mg, and Zinc = 3.1 mg. The overall nutrition density score is 745.8. "
brie cheese,"Brie cheese provides 100 kcal per 100 grams. It contains 8.3 g of total fat (5.2 g saturated, 2.4 g monounsaturated, and 0.2 g polyunsaturated), 0.1 g of carbohydrates with 0.1 g of sugars, 6.2 g of protein, and 0.0 g of dietary fiber. It has 30.0 mg of cholesterol, 0.2 g of sodium, and 14.5 g of water. Vitamin content per 100g: A = 0.014 mg, B1 (Thiamine) = 0.04 mg, B2 (Riboflavin) = 0.2 mg, B3 (Niacin) = 0.1 mg, B5 (Pantothenic Acid) = 0.2 mg, B6 = 0.001 mg, B11 (Folic Acid) = 0.025 mg, B12 = 0.073 mg, Vitamin C = 0.0 mg, Vitamin D = 0.068 mg, Vitamin E = 0.078 mg, Vitamin K = 0.056 mg. Mineral content per 100g: Calcium = 55.2 mg, Copper = 0.015 mg, Iron = 0.2 mg, Magnesium = 6.0 mg, Manganese = 0.047 mg, Phosphorus = 56.4 mg, Potassium = 45.6 mg, Selenium = 0.04 mg, and Zinc = 0.7 mg. The overall nutrition density score is 70.096. "
pimento cheese,"Pimento cheese provides 525 kcal per 100 grams. It contains 43.7 g of total fat (27.5 g saturated, 12.5 g monounsaturated, and 1.4 g polyunsaturated), 2.4 g of carbohydrates with 0.9 g of sugars, 31.0 g of protein, and 0.1 g of dietary fiber. It has 131.6 mg of cholesterol, 2.0 g of sodium, and 54.7 g of water. Vitamin content per 100g: A = 0.3 mg, B1 (Thiamine) = 0.023 mg, B2 (Riboflavin) = 0.5 mg, B3 (Niacin) = 0.1 mg, B5 (Pantothenic Acid) = 0.7 mg, B6 = 0.011 mg, B11 (Folic Acid) = 0.043 mg, B12 = 0.016 mg, Vitamin C = 3.2 mg, Vitamin D = 0.099 mg, Vitamin E = 0.4 mg, Vitamin K = 0.086 mg. Mineral content per 100g: Calcium = 859.6 mg, Copper = 0.032 mg, Iron = 0.6 mg, Magnesium = 30.8 mg, Manganese = 0.031 mg, Phosphorus = 1041.6 mg, Potassium = 226.8 mg, Selenium = 0.089 mg, and Zinc = 4.2 mg. The overall nutrition density score is 940.9. "
mexican cheese,"Mexican cheese provides 316 kcal per 100 grams. It contains 21.7 g of total fat (13.0 g saturated, 5.6 g monounsaturated, and 0.8 g polyunsaturated), 3.8 g of carbohydrates with 0.6 g of sugars, 27.7 g of protein, and 0.0 g of dietary fiber. It has 69.4 mg of cholesterol, 0.9 g of sodium, and 54.0 g of water. Vitamin content per 100g: A = 0.2 mg, B1 (Thiamine) = 0.091 mg, B2 (Riboflavin) = 0.3 mg, B3 (Niacin) = 0.017 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.04 mg, B11 (Folic Acid) = 0.027 mg, B12 = 0.05 mg, Vitamin C = 0.0 mg, Vitamin D = 0.087 mg, Vitamin E = 0.2 mg, Vitamin K = 0.073 mg. Mineral content per 100g: Calcium = 1283.5 mg, Copper = 0.034 mg, Iron = 0.1 mg, Magnesium = 39.2 mg, Manganese = 0.0 mg, Phosphorus = 653.0 mg, Potassium = 104.2 mg, Selenium = 0.006 mg, and Zinc = 4.8 mg. The overall nutrition density score is 1337.0. "
feta cheese,"Feta cheese provides 80 kcal per 100 grams. It contains 6.4 g of total fat (4.0 g saturated, 1.4 g monounsaturated, and 0.2 g polyunsaturated), 1.2 g of carbohydrates with 0.0 g of sugars, 4.3 g of protein, and 0.0 g of dietary fiber. It has 26.7 mg of cholesterol, 0.3 g of sodium, and 16.6 g of water. Vitamin content per 100g: A = 0.014 mg, B1 (Thiamine) = 0.063 mg, B2 (Riboflavin) = 0.3 mg, B3 (Niacin) = 0.3 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.1 mg, B11 (Folic Acid) = 0.021 mg, B12 = 0.076 mg, Vitamin C = 0.0 mg, Vitamin D = 0.06 mg, Vitamin E = 0.036 mg, Vitamin K = 0.057 mg. Mineral content per 100g: Calcium = 147.9 mg, Copper = 0.012 mg, Iron = 0.2 mg, Magnesium = 5.7 mg, Manganese = 0.063 mg, Phosphorus = 101.1 mg, Potassium = 18.6 mg, Selenium = 0.005 mg, and Zinc = 0.9 mg. The overall nutrition density score is 160.058. "
mozzarella cheese fat free,"Mozzarella cheese fat free provides 159 kcal per 100 grams. It contains 0.0 g of total fat (0.0 g saturated, 0.0 g monounsaturated, and 0.0 g polyunsaturated), 4.0 g of carbohydrates with 1.7 g of sugars, 35.8 g of protein, and 2.0 g of dietary fiber. It has 20.3 mg of cholesterol, 0.8 g of sodium, and 68.0 g of water. Vitamin content per 100g: A = 0.1 mg, B1 (Thiamine) = 0.079 mg, B2 (Riboflavin) = 0.3 mg, B3 (Niacin) = 0.1 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.055 mg, B11 (Folic Acid) = 0.011 mg, B12 = 0.025 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.2 mg, Vitamin K = 0.018 mg. Mineral content per 100g: Calcium = 1085.9 mg, Copper = 0.077 mg, Iron = 0.4 mg, Magnesium = 37.3 mg, Manganese = 0.0 mg, Phosphorus = 741.3 mg, Potassium = 119.8 mg, Selenium = 0.035 mg, and Zinc = 4.4 mg. The overall nutrition density score is 1128.2. "
provolone cheese,"Provolone cheese provides 463 kcal per 100 grams. It contains 35.1 g of total fat (22.5 g saturated, 9.8 g monounsaturated, and 1.0 g polyunsaturated), 2.8 g of carbohydrates with 0.7 g of sugars, 33.8 g of protein, and 0.0 g of dietary fiber. It has 91.1 mg of cholesterol, 1.2 g of sodium, and 54.1 g of water. Vitamin content per 100g: A = 0.3 mg, B1 (Thiamine) = 0.013 mg, B2 (Riboflavin) = 0.4 mg, B3 (Niacin) = 0.2 mg, B5 (Pantothenic Acid) = 0.6 mg, B6 = 0.052 mg, B11 (Folic Acid) = 0.017 mg, B12 = 0.005 mg, Vitamin C = 0.0 mg, Vitamin D = 0.028 mg, Vitamin E = 0.3 mg, Vitamin K = 0.001 mg. Mineral content per 100g: Calcium = 997.9 mg, Copper = 0.011 mg, Iron = 0.7 mg, Magnesium = 37.0 mg, Manganese = 0.033 mg, Phosphorus = 654.7 mg, Potassium = 182.2 mg, Selenium = 0.017 mg, and Zinc = 4.3 mg. The overall nutrition density score is 1070.6. "
anejo cheese,"Anejo cheese provides 492 kcal per 100 grams. It contains 39.6 g of total fat (25.1 g saturated, 11.3 g monounsaturated, and 1.2 g polyunsaturated), 6.1 g of carbohydrates with 6.1 g of sugars, 28.3 g of protein, and 0.0 g of dietary fiber. It has 138.6 mg of cholesterol, 1.5 g of sodium, and 50.2 g of water. Vitamin content per 100g: A = 0.098 mg, B1 (Thiamine) = 0.069 mg, B2 (Riboflavin) = 0.3 mg, B3 (Niacin) = 0.088 mg, B5 (Pantothenic Acid) = 0.3 mg, B6 = 0.011 mg, B11 (Folic Acid) = 0.081 mg, B12 = 0.077 mg, Vitamin C = 0.0 mg, Vitamin D = 0.032 mg, Vitamin E = 0.3 mg, Vitamin K = 0.078 mg. Mineral content per 100g: Calcium = 897.6 mg, Copper = 0.058 mg, Iron = 0.6 mg, Magnesium = 37.0 mg, Manganese = 0.067 mg, Phosphorus = 586.1 mg, Potassium = 114.8 mg, Selenium = 0.095 mg, and Zinc = 3.9 mg. The overall nutrition density score is 972.205. "
honey,"Honey provides 64 kcal per 100 grams. It contains 0.0 g of total fat (0.0 g saturated, 0.0 g monounsaturated, and 0.0 g polyunsaturated), 17.3 g of carbohydrates with 17.2 g of sugars, 0.08 g of protein, and 0.025 g of dietary fiber. It has 0.0 mg of cholesterol, 0.011 g of sodium, and 3.6 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.003 mg, B3 (Niacin) = 0.012 mg, B5 (Pantothenic Acid) = 0.03 mg, B6 = 0.004 mg, B11 (Folic Acid) = 0.022 mg, B12 = 0.0 mg, Vitamin C = 0.1 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 1.3 mg, Copper = 0.061 mg, Iron = 0.017 mg, Magnesium = 0.4 mg, Manganese = 0.098 mg, Phosphorus = 0.8 mg, Potassium = 10.9 mg, Selenium = 0.021 mg, and Zinc = 0.008 mg. The overall nutrition density score is 18.892. "
apple butter,"Apple butter provides 35 kcal per 100 grams. It contains 0.063 g of total fat (0.038 g saturated, 0.066 g monounsaturated, and 0.064 g polyunsaturated), 8.5 g of carbohydrates with 7.1 g of sugars, 0.045 g of protein, and 0.3 g of dietary fiber. It has 0.0 mg of cholesterol, 0.003 g of sodium, and 11.3 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.078 mg, B2 (Riboflavin) = 0.053 mg, B3 (Niacin) = 0.092 mg, B5 (Pantothenic Acid) = 0.005 mg, B6 = 0.057 mg, B11 (Folic Acid) = 0.02 mg, B12 = 0.0 mg, Vitamin C = 0.1 mg, Vitamin D = 0.0 mg, Vitamin E = 0.06 mg, Vitamin K = 0.075 mg. Mineral content per 100g: Calcium = 2.8 mg, Copper = 0.085 mg, Iron = 0.025 mg, Magnesium = 0.8 mg, Manganese = 0.093 mg, Phosphorus = 1.6 mg, Potassium = 18.2 mg, Selenium = 0.078 mg, and Zinc = 0.095 mg. The overall nutrition density score is 11.836. "
fruit jam,"Fruit jam provides 56 kcal per 100 grams. It contains 0.095 g of total fat (0.021 g saturated, 0.065 g monounsaturated, and 0.0 g polyunsaturated), 13.8 g of carbohydrates with 9.7 g of sugars, 0.0 g of protein, and 0.2 g of dietary fiber. It has 0.0 mg of cholesterol, 0.052 g of sodium, and 6.1 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.083 mg, B2 (Riboflavin) = 0.024 mg, B3 (Niacin) = 0.07 mg, B5 (Pantothenic Acid) = 0.045 mg, B6 = 0.037 mg, B11 (Folic Acid) = 0.076 mg, B12 = 0.0 mg, Vitamin C = 1.8 mg, Vitamin D = 0.0 mg, Vitamin E = 0.062 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 4.0 mg, Copper = 0.022 mg, Iron = 0.07 mg, Magnesium = 0.8 mg, Manganese = 0.002 mg, Phosphorus = 3.8 mg, Potassium = 15.4 mg, Selenium = 0.054 mg, and Zinc = 0.03 mg. The overall nutrition density score is 19.919. "
chocolate hazelnut spread,"Chocolate hazelnut spread provides 100 kcal per 100 grams. It contains 5.5 g of total fat (5.3 g saturated, 0.0 g monounsaturated, and 0.0 g polyunsaturated), 11.5 g of carbohydrates with 10.0 g of sugars, 1.0 g of protein, and 1.0 g of dietary fiber. It has 0.0 mg of cholesterol, 0.099 g of sodium, and 0.2 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.005 mg, B2 (Riboflavin) = 0.036 mg, B3 (Niacin) = 0.072 mg, B5 (Pantothenic Acid) = 0.1 mg, B6 = 0.056 mg, B11 (Folic Acid) = 0.02 mg, B12 = 0.042 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.9 mg, Vitamin K = 0.071 mg. Mineral content per 100g: Calcium = 20.0 mg, Copper = 0.061 mg, Iron = 0.8 mg, Magnesium = 11.8 mg, Manganese = 0.2 mg, Phosphorus = 28.1 mg, Potassium = 75.3 mg, Selenium = 0.021 mg, and Zinc = 0.2 mg. The overall nutrition density score is 39.8. "
peanut butter,"Peanut butter provides 88 kcal per 100 grams. It contains 7.4 g of total fat (1.4 g saturated, 3.1 g monounsaturated, and 1.7 g polyunsaturated), 3.6 g of carbohydrates with 1.0 g of sugars, 3.3 g of protein, and 0.9 g of dietary fiber. It has 0.0 mg of cholesterol, 0.085 g of sodium, and 0.2 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.0 mg, B3 (Niacin) = 0.041 mg, B5 (Pantothenic Acid) = 2.0 mg, B6 = 0.2 mg, B11 (Folic Acid) = 0.081 mg, B12 = 0.063 mg, Vitamin C = 0.078 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.9 mg. Mineral content per 100g: Calcium = 0.0 mg, Copper = 8.1 mg, Iron = 0.079 mg, Magnesium = 0.3 mg, Manganese = 26.9 mg, Phosphorus = 0.2 mg, Potassium = 50.3 mg, Selenium = 88.8 mg, and Zinc = 0.044 mg. The overall nutrition density score is 15.268. "
peanut spread,"Peanut spread provides 101 kcal per 100 grams. It contains 8.5 g of total fat (1.6 g saturated, 4.2 g monounsaturated, and 2.5 g polyunsaturated), 2.2 g of carbohydrates with 0.5 g of sugars, 3.8 g of protein, and 1.2 g of dietary fiber. It has 0.0 mg of cholesterol, 0.028 g of sodium, and 0.3 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.091 mg, B2 (Riboflavin) = 0.025 mg, B3 (Niacin) = 2.5 mg, B5 (Pantothenic Acid) = 0.2 mg, B6 = 0.049 mg, B11 (Folic Acid) = 0.079 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 1.2 mg, Vitamin K = 0.046 mg. Mineral content per 100g: Calcium = 11.2 mg, Copper = 0.1 mg, Iron = 0.4 mg, Magnesium = 25.4 mg, Manganese = 0.3 mg, Phosphorus = 54.3 mg, Potassium = 126.8 mg, Selenium = 0.078 mg, and Zinc = 0.5 mg. The overall nutrition density score is 27.3. "
chicken spread,"Chicken spread provides 88 kcal per 100 grams. It contains 9.8 g of total fat (1.8 g saturated, 2.7 g monounsaturated, and 1.3 g polyunsaturated), 2.3 g of carbohydrates with 0.3 g of sugars, 10.1 g of protein, and 0.2 g of dietary fiber. It has 31.4 mg of cholesterol, 0.4 g of sodium, and 32.1 g of water. Vitamin content per 100g: A = 0.076 mg, B1 (Thiamine) = 0.06 mg, B2 (Riboflavin) = 0.003 mg, B3 (Niacin) = 1.5 mg, B5 (Pantothenic Acid) = 0.2 mg, B6 = 0.016 mg, B11 (Folic Acid) = 0.048 mg, B12 = 0.064 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 9.0 mg, Copper = 0.049 mg, Iron = 0.5 mg, Magnesium = 6.7 mg, Manganese = 0.083 mg, Phosphorus = 49.8 mg, Potassium = 59.4 mg, Selenium = 0.029 mg, and Zinc = 0.6 mg. The overall nutrition density score is 31.972. "
cheese spread,"Cheese spread provides 708 kcal per 100 grams. It contains 68.6 g of total fat (43.2 g saturated, 19.4 g monounsaturated, and 2.5 g polyunsaturated), 8.4 g of carbohydrates with 8.4 g of sugars, 17.0 g of protein, and 0.0 g of dietary fiber. It has 216.0 mg of cholesterol, 1.2 g of sodium, and 140.4 g of water. Vitamin content per 100g: A = 0.7 mg, B1 (Thiamine) = 0.071 mg, B2 (Riboflavin) = 0.5 mg, B3 (Niacin) = 2.3 mg, B5 (Pantothenic Acid) = 0.0 mg, B6 = 0.051 mg, B11 (Folic Acid) = 0.027 mg, B12 = 0.011 mg, Vitamin C = 0.0 mg, Vitamin D = 0.091 mg, Vitamin E = 1.8 mg, Vitamin K = 0.098 mg. Mineral content per 100g: Calcium = 170.4 mg, Copper = 0.02 mg, Iron = 2.7 mg, Magnesium = 14.4 mg, Manganese = 0.0 mg, Phosphorus = 218.4 mg, Potassium = 268.8 mg, Selenium = 0.065 mg, and Zinc = 1.2 mg. The overall nutrition density score is 267.8. "
tahini,"Tahini provides 86 kcal per 100 grams. It contains 7.2 g of total fat (1.0 g saturated, 2.7 g monounsaturated, and 3.2 g polyunsaturated), 3.9 g of carbohydrates with 0.0 g of sugars, 2.7 g of protein, and 1.4 g of dietary fiber. It has 0.0 mg of cholesterol, 0.098 g of sodium, and 0.5 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.2 mg, B2 (Riboflavin) = 0.086 mg, B3 (Niacin) = 0.9 mg, B5 (Pantothenic Acid) = 0.1 mg, B6 = 0.036 mg, B11 (Folic Acid) = 0.034 mg, B12 = 0.0 mg, Vitamin C = 0.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.0 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 63.0 mg, Copper = 0.2 mg, Iron = 0.4 mg, Magnesium = 14.4 mg, Manganese = 0.2 mg, Phosphorus = 112.8 mg, Potassium = 62.1 mg, Selenium = 0.0 mg, and Zinc = 0.7 mg. The overall nutrition density score is 78.6. "
orange marmalade,"Orange marmalade provides 49 kcal per 100 grams. It contains 0.0 g of total fat (0.0 g saturated, 0.0 g monounsaturated, and 0.0 g polyunsaturated), 13.3 g of carbohydrates with 12.0 g of sugars, 0.014 g of protein, and 0.1 g of dietary fiber. It has 0.0 mg of cholesterol, 0.016 g of sodium, and 6.6 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.098 mg, B2 (Riboflavin) = 0.075 mg, B3 (Niacin) = 0.065 mg, B5 (Pantothenic Acid) = 0.028 mg, B6 = 0.046 mg, B11 (Folic Acid) = 0.06 mg, B12 = 0.0 mg, Vitamin C = 1.0 mg, Vitamin D = 0.0 mg, Vitamin E = 0.089 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 7.6 mg, Copper = 0.076 mg, Iron = 0.053 mg, Magnesium = 0.4 mg, Manganese = 0.055 mg, Phosphorus = 0.8 mg, Potassium = 7.4 mg, Selenium = 0.057 mg, and Zinc = 0.046 mg. The overall nutrition density score is 22.119. "
american cheese spread,"American cheese spread provides 46 kcal per 100 grams. It contains 3.4 g of total fat (2.1 g saturated, 1.0 g monounsaturated, and 0.062 g polyunsaturated), 1.4 g of carbohydrates with 1.2 g of sugars, 2.6 g of protein, and 0.0 g of dietary fiber. It has 8.8 mg of cholesterol, 0.3 g of sodium, and 7.6 g of water. Vitamin content per 100g: A = 0.043 mg, B1 (Thiamine) = 0.012 mg, B2 (Riboflavin) = 0.076 mg, B3 (Niacin) = 0.089 mg, B5 (Pantothenic Acid) = 0.1 mg, B6 = 0.086 mg, B11 (Folic Acid) = 0.066 mg, B12 = 0.022 mg, Vitamin C = 0.0 mg, Vitamin D = 0.014 mg, Vitamin E = 0.022 mg, Vitamin K = 0.046 mg. Mineral content per 100g: Calcium = 89.9 mg, Copper = 0.061 mg, Iron = 0.079 mg, Magnesium = 4.6 mg, Manganese = 0.062 mg, Phosphorus = 140.0 mg, Potassium = 38.7 mg, Selenium = 0.052 mg, and Zinc = 0.4 mg. The overall nutrition density score is 97.357. "
apricot jam,"Apricot jam provides 48 kcal per 100 grams. It contains 0.01 g of total fat (0.042 g saturated, 0.0 g monounsaturated, and 0.0 g polyunsaturated), 12.9 g of carbohydrates with 8.7 g of sugars, 0.1 g of protein, and 0.044 g of dietary fiber. It has 0.0 mg of cholesterol, 0.004 g of sodium, and 6.9 g of water. Vitamin content per 100g: A = 0.0 mg, B1 (Thiamine) = 0.0 mg, B2 (Riboflavin) = 0.053 mg, B3 (Niacin) = 0.096 mg, B5 (Pantothenic Acid) = 0.087 mg, B6 = 0.068 mg, B11 (Folic Acid) = 0.017 mg, B12 = 0.0 mg, Vitamin C = 1.8 mg, Vitamin D = 0.0 mg, Vitamin E = 0.048 mg, Vitamin K = 0.0 mg. Mineral content per 100g: Calcium = 4.0 mg, Copper = 0.07 mg, Iron = 0.066 mg, Magnesium = 0.8 mg, Manganese = 0.099 mg, Phosphorus = 0.6 mg, Potassium = 15.4 mg, Selenium = 0.009 mg, and Zinc = 0.062 mg. The overall nutrition density score is 18.91. "
